assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_000332375.1	PRJNA171587	SAMN02981494	AOCU00000000.1	representative genome	241585	241585	Amazona vittata			latest	Scaffold	Major	Full	22/01/2013	AV1	Puerto Rican Parrot Genome Project	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/375/GCA_000332375.1_AV1		
GCA_000523025.1	PRJNA73987	SAMN02595200	AGRG00000000.1	representative genome	244447	244447	Cynoglossus semilaevis		Cse_v1.0	latest	Chromosome	Major	Full	28/01/2014	Cse_v1.0	Beijing Genomics Institute 	GCF_000523025.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/523/025/GCA_000523025.1_Cse_v1.0		
GCA_000787555.1	PRJDB3259	SAMD00021058	BBOV00000000.1	representative genome	245875	245875	Pseudopleuronectes yokohamae			latest	Contig	Major	Full	24/11/2014	Pyoko_1.0	Tohoku university	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/787/555/GCA_000787555.1_Pyoko_1.0		
GCA_900303205.1	PRJEB12469	SAMEA4028783	OMNR00000000.1	representative genome	248765	248765	Mora moro			latest	Scaffold	Major	Full	18/03/2018	Mora mora assembly	CEES	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/303/205/GCA_900303205.1_Mora_mora_assembly		
GCA_002167245.1	PRJNA382416	SAMN06754710	NDFG00000000.1	representative genome	256693	256693	Sporophila hypoxantha		MACN 5231	latest	Scaffold	Major	Full	05/06/2017	SpoHypox2.0	Cornell University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/167/245/GCA_002167245.1_SpoHypox2.0		
GCA_001642345.2	PRJNA255419	SAMN04562461	LVEK00000000.2	representative genome	259920	259920	Rhincodon typus		Ralph	latest	Scaffold	Major	Full	03/03/2017	ASM164234v2	Emory University	GCF_001642345.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/345/GCA_001642345.2_ASM164234v2		
GCA_001403095.1	PRJEB9465	SAMEA3416743	CVRK00000000.1	na	263744	263744	Squalius pyrenaicus			latest	Contig	Major	Partial	08/07/2015	pp_cds_nonRedudant	Centre for Ecology, Evolution and Environmental Changes (cE3c)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/403/095/GCA_001403095.1_pp_cds_nonRedudant		
GCA_000700745.1	PRJNA212888	SAMN02318612	JMFU00000000.1	representative genome	279965	279965	Antrostomus carolinensis		BGI_N321	latest	Scaffold	Major	Full	10/06/2014	ASM70074v1	BGI	GCF_000700745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/745/GCA_000700745.1_ASM70074v1		
GCA_002814215.1	PRJNA319656	SAMN04902367	PEQF00000000.1	representative genome	1841481	302047	Seriola lalandi dorsalis	ecotype=SW California	HSWRI2012SDOR001	latest	Scaffold	Major	Full	08/12/2017	Sedor1	Iowa State University	GCF_002814215.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/215/GCA_002814215.1_Sedor1		
GCA_000239375.1	PRJNA60367	SAMN00149614	AFNX00000000.1	representative genome	303518	303518	Pundamilia nyererei		P.nyererei 1_Seehausen	latest	Scaffold	Major	Full	22/12/2011	PunNye1.0	Broad Institute	GCF_000239375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/375/GCA_000239375.1_PunNye1.0		
GCA_001515625.1	PRJNA274017	SAMN03320098	LAVF00000000.1	representative genome	307959	307959	Sinocyclocheilus rhinocerous		Xijiao	latest	Scaffold	Major	Full	14/12/2015	SAMN03320098_v1.1	BGI, Shenzhen	GCF_001515625.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/625/GCA_001515625.1_SAMN03320098_v1.1		
GCA_001604755.1	PRJNA300662	SAMN04274560	LVWP00000000.1	representative genome	321398	321398	Lepidothrix coronata		B3197	latest	Scaffold	Major	Full	31/03/2016	Lepidothrix_coronata-1.0	McDonnell Genome Institute	GCF_001604755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/604/755/GCA_001604755.1_Lepidothrix_coronata-1.0		
GCA_000173855.1	PRJNA33401	SAMN02981241	ACDA00000000.1	na	321403	321403	Nothobranchius kuhntae			latest	Scaffold	Major	Partial	17/03/2009	ASM17385v1	Leibniz Institute for Age Research - Fritz Lipmann Institute, Jena, Germany	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/173/855/GCA_000173855.1_ASM17385v1		
GCA_000692015.2	PRJNA212872	SAMN02299332	JMFM00000000.2	na	328815	328815	Manacus vitellinus		BGI_N305	latest	Scaffold	Major	Full	01/08/2014	ASM69201v2	BGI	GCF_000692015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/015/GCA_000692015.2_ASM69201v2		
GCA_001715985.1	PRJNA335611	SAMN02299332	MCBO00000000.1	representative genome	328815	328815	Manacus vitellinus		BGI_N305	latest	Scaffold	Major	Full	29/08/2016	ASM171598v1	Smithsonian Institution National Museum of Natural History	GCF_001715985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/715/985/GCA_001715985.1_ASM171598v1		
GCA_000337975.1	PRJNA168071	SAMN02981426	AKMU00000000.1	representative genome	345164	345164	Falco cherrug			latest	Scaffold	Major	Full	05/02/2013	F_cherrug_v1.0	BGI	GCF_000337975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/975/GCA_000337975.1_F_cherrug_v1.0		
GCA_000699545.1	PRJNA212905	SAMN02339891	JMFS00000000.1	representative genome	345573	345573	Podiceps cristatus		BGI_N338	latest	Scaffold	Major	Full	11/06/2014	ASM69954v1	BGI	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/545/GCA_000699545.1_ASM69954v1		
GCA_002029285.1	PRJNA308039	SAMN04386172	LSYS00000000.1	representative genome	372326	372321	Patagioenas fasciata monilis		BTP2013	latest	Scaffold	Major	Full	15/03/2017	NIATT_ARIZONA	University of California, Santa Cruz	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/029/285/GCA_002029285.1_NIATT_ARIZONA		
GCA_000737285.1	PRJNA255393	SAMN02918464	JPMF00000000.1	representative genome	384069	384069	Crotalus pyrrhus			latest	Scaffold	Major	Full	01/08/2014	CrotMitch1.0	Reed College	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/285/GCA_000737285.1_CrotMitch1.0		
GCA_000787105.1	PRJNA232435	SAMN03201694	JACL00000000.1	representative genome	409849	409849	Periophthalmus magnuspinnatus			latest	Scaffold	Major	Full	02/12/2014	PM.fa	BGI-shenzhen	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/787/105/GCA_000787105.1_PM.fa		
GCA_000400755.1	PRJNA168966	SAMN01737183	AOOT00000000.1	representative genome	433684	433684	Takifugu flavidus			latest	Scaffold	Major	Full	30/05/2013	version 1 of Takifugu flavidus genome	IOCAS	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/400/755/GCA_000400755.1_version_1_of_Takifugu_flavidus_genome		
GCA_001455555.1	PRJNA297779	SAMN04145896	LKTN00000000.1	representative genome	446433	446433	Cottus rhenanus	strain=Naaf		latest	Scaffold	Major	Full	02/12/2015	ASM145555v1	Cold Spring Harbor Laboratory	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/455/555/GCA_001455555.1_ASM145555v1		
GCA_002849675.1	PRJNA415335	SAMN07828064	PEJO00000000.1	representative genome	451385	451385	Acridotheres javanicus		NGS004	latest	Scaffold	Major	Full	02/01/2018	ASM284967v1	National University of Singapore	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/849/675/GCA_002849675.1_ASM284967v1		
GCA_002173475.1	PRJNA327123	SAMN05301669	NEVG00000000.1	representative genome	473964	473964	Nannopterum harrisi		CR59	latest	Scaffold	Major	Full	06/06/2017	Pharrisi_ref_V1	UCLA	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/475/GCA_002173475.1_Pharrisi_ref_V1		
GCA_002003005.1	PRJDB4707	SAMD00050839	BDFH00000000.1	representative genome	547194	547194	Gallirallus okinawae			latest	Contig	Major	Full	09/02/2017	Gallirallus_okinawae_ver1.0	Laboratory of Ecogenetics, Environmental Biology Division, National Institute for Environmental Studies	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/003/005/GCA_002003005.1_Gallirallus_okinawae_ver1.0		
GCA_000709895.1	PRJNA212879	SAMN02318095	JJRR00000000.1	representative genome	100784	925459	Balearica regulorum gibbericeps		BGI_N312	latest	Scaffold	Major	Full	25/06/2014	ASM70989v1	BGI	GCF_000709895.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/709/895/GCA_000709895.1_ASM70989v1		
GCA_000466285.1	PRJNA192554	SAMN02981514	APJL00000000.1	representative genome	980415	980415	Lethenteron camtschaticum			latest	Scaffold	Major	Full	13/09/2013	LetJap1.0	Institute of Molecular and Cell Biology	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/285/GCA_000466285.1_LetJap1.0		
GCA_000586395.1	PRJNA179551	SAMN01814332	JDSL00000000.1	representative genome	162951	1233216	Lyrurus tetrix tetrix			latest	Contig	Major	Full	08/03/2014	tetTet1	Uppsala University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/586/395/GCA_000586395.1_tetTet1		
GCA_000787095.1	PRJNA232436	SAMN03201695	JACM00000000.1	representative genome	1365757	1365757	Periophthalmodon schlosseri			latest	Scaffold	Major	Full	02/12/2014	PS.fa	BGI-Shenzhen	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/787/095/GCA_000787095.1_PS.fa		
GCA_002925995.1	PRJNA415469	SAMN08285364	PRFB00000000.1	representative genome	1415176	1415175	Terrapene mexicana triunguis		2854851	latest	Scaffold	Major	Full	12/02/2018	T_m_triunguis-1.0	McDonnell Genome Institute - Washington University School of Medicine	GCF_002925995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/995/GCA_002925995.1_T_m_triunguis-1.0		
GCA_001515605.1	PRJNA274017	SAMN03320099	LAVE00000000.1	representative genome	1608454	1608454	Sinocyclocheilus anshuiensis		Anshui	latest	Scaffold	Major	Full	14/12/2015	SAMN03320099.WGS_v1.1	BGI, Shenzhen	GCF_001515605.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/605/GCA_001515605.1_SAMN03320099.WGS_v1.1		
GCA_002872115.1	PRJNA417677	SAMN08000665	PGUA00000000.1	representative genome	1676925	1676925	Paramormyrops kingsleyae	ecotype=Bambomo Creek, P0-Absent	PKING1	latest	Scaffold	Major	Full	10/01/2018	PKINGS_0.1	Michigan State University	GCF_002872115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/872/115/GCA_002872115.1_PKINGS_0.1		
GCA_000002275.2	PRJNA12885	SAMN02953646	AAPN00000000.1	representative genome	9258	9258	Ornithorhynchus anatinus		Glennie	latest	Chromosome	Major	Full	14/02/2007	ASM227v2	Washington University (WashU)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/275/GCA_000002275.2_ASM227v2		
GCA_002966995.1	PRJNA433451	SAMN08537700	PTTO00000000.1	na	9258	9258	Ornithorhynchus anatinus		Pmale09	latest	Scaffold	Major	Full	02/03/2018	ASM296699v1	BGI	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/966/995/GCA_002966995.1_ASM296699v1		
GCA_000189315.1	PRJNA51853	SAMN02953780	AEFK00000000.1	representative genome	9305	9305	Sarcophilus harrisii		Salem	latest	Scaffold	Major	Full	17/02/2011	Devil_ref v7.0	Wellcome Trust Sanger Institute	GCF_000189315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/315/GCA_000189315.1_Devil_ref_v7.0		
GCA_000219685.1	PRJNA65325	SAMN02953793	AFEY00000000.1	na	9305	9305	Sarcophilus harrisii			latest	Scaffold	Major	Full	30/06/2011	Devil_CABOG_asm.06	J. Craig Venter Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/685/GCA_000219685.1_Devil_CABOG_asm.06		
GCA_000004035.1	PRJNA12587		ABQO000000000.1	representative genome	9315	9315	Notamacropus eugenii			latest	Scaffold	Major	Full	06/11/2009	Meug_1.1	Tammar Wallaby Genome Sequencing Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/035/GCA_000004035.1_Meug_1.1		
GCA_000164785.2	PRJNA30809	SAMN02146716	ABVD00000000.2	representative genome	9358	9358	Choloepus hoffmanni		OR478-KB4484	latest	Scaffold	Major	Full	30/09/2014	C_hoffmanni-2.0.1	The Genome Institute, Washington University School of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/785/GCA_000164785.2_C_hoffmanni-2.0.1		
GCA_000208655.2	PRJNA12594	SAMN02953623	AAGV00000000.3	representative genome	9361	9361	Dasypus novemcinctus		3-136	latest	Scaffold	Major	Full	06/01/2012	Dasnov3.0	Baylor College of Medicine	GCF_000208655.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/208/655/GCA_000208655.2_Dasnov3.0		
GCA_000181395.1	PRJNA12576	SAMN03004380	AANN00000000.1	na	9365	9365	Erinaceus europaeus			latest	Contig	Major	Full	17/02/2006	ASM18139v1	Broad Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/395/GCA_000181395.1_ASM18139v1		
GCA_000296755.1	PRJNA74585	SAMN00760989	AMDU00000000.1	representative genome	9365	9365	Erinaceus europaeus		Erinaceus europaeus_13Jul2011	latest	Scaffold	Major	Full	19/09/2012	EriEur2.0	Broad Institute	GCF_000296755.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/755/GCA_000296755.1_EriEur2.0		
GCA_000313985.1	PRJNA12590	SAMN00216137	AAIY00000000.2	representative genome	9371	9371	Echinops telfairi		266	latest	Scaffold	Major	Full	28/11/2012	EchTel2.0	Broad Institute	GCF_000313985.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/985/GCA_000313985.1_EchTel2.0		
GCA_000325575.1	PRJNA171993	SAMN01103203	ALWS00000000.1	representative genome	9402	9402	Pteropus alecto			latest	Scaffold	Major	Full	20/12/2012	ASM32557v1	BGI	GCF_000325575.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/575/GCA_000325575.1_ASM32557v1		
GCA_001466805.2	PRJNA303181	SAMN04287759	LOCP00000000.2	representative genome	9407	9407	Rousettus aegyptiacus		1219	latest	Scaffold	Major	Full	17/03/2016	Raegyp2.0	Boston University School of Medicine	GCF_001466805.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/466/805/GCA_001466805.2_Raegyp2.0		
GCA_000465345.1	PRJNA209407	SAMN02212695	AWHB00000000.1	representative genome	9413	9413	Megaderma lyra			latest	Scaffold	Major	Full	14/09/2013	ASM46534v1	School of Biological & Chemical Sciences, Queen Mary University of London	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/345/GCA_000465345.1_ASM46534v1		
GCA_002940915.2	PRJNA414273	SAMN07783852	PEHR00000000.1	representative genome	9430	9430	Desmodus rotundus		DRU21DN04	latest	Scaffold	Minor	Full	23/02/2018	ASM294091v2	University of Copenhagen	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/940/915/GCA_002940915.2_ASM294091v2		
GCA_000004665.1	PRJNA20401	SAMN02981242	ACFV00000000.1	representative genome	9483	9483	Callithrix jacchus			latest	Chromosome	Major	Full	22/01/2010	Callithrix jacchus-3.2	Washington University (WashU)	GCF_000004665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/665/GCA_000004665.1_Callithrix_jacchus-3.2		
GCA_000832365.1	PRJNA246742	SAMN02770241	JRUL000000000.1	na	9483	9483	Callithrix jacchus	breed=186/17066		latest	Contig	Major	Full	29/01/2015	ASM83236v1	UN-NHPGC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/365/GCA_000832365.1_ASM83236v1		
GCA_001269965.1	PRJDB3965	SAMD00031689	BBXK00000000.1	na	9483	9483	Callithrix jacchus		G104702	latest	Contig	Major	Full	07/08/2015	CIEA01	Department of Biosciences and Informatics, Keio University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/269/965/GCA_001269965.1_CIEA01		
GCA_002754865.1	PRJNA401030	SAMN07586072	NTIC00000000.1	na	9483	9483	Callithrix jacchus	breed=NEPRC	CJ-08-46	latest	Scaffold	Major	Full	06/11/2017	ASM275486v1	Broad Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/865/GCA_002754865.1_ASM275486v1		
GCA_001604975.1	PRJNA298580	SAMN04522148	LVWQ00000000.1	representative genome	1737458	9516	Cebus capucinus imitator		Cc_AM_T3	latest	Scaffold	Major	Full	04/04/2016	Cebus_imitator-1.0	McDonnell Genome Institute - Washington University School of Medicine	GCF_001604975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/604/975/GCA_001604975.1_Cebus_imitator-1.0		
GCA_000955945.1	PRJNA157077	SAMN03379531	JZLG00000000.1	representative genome	9531	9531	Cercocebus atys		FAK	latest	Scaffold	Major	Full	19/03/2015	Caty_1.0	Human Genome Sequencing Center - BCM	GCF_000955945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/955/945/GCA_000955945.1_Caty_1.0		
GCA_000222185.1	PRJEA48347	SAMEA2272428	CAEC00000000.1	na	9541	9541	Macaca fascicularis			latest	Chromosome	Major	Full	23/07/2011	MacFas_Jun2011	F. Hoffmann-La Roche Ltd	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/185/GCA_000222185.1_MacFas_Jun2011		
GCA_000230815.1	PRJNA51411	SAMN00116341	AEHL00000000.1	na	9541	9541	Macaca fascicularis		CE-4	latest	Chromosome	Major	Full	19/10/2011	CE_1.0	Beijing Genomics Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/815/GCA_000230815.1_CE_1.0		
GCA_000364345.1	PRJNA20409	SAMN00811240	AQIA00000000.1	representative genome	9541	9541	Macaca fascicularis			latest	Chromosome	Major	Full	12/06/2013	Macaca_fascicularis_5.0	Washington University (WashU)	GCF_000364345.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/345/GCA_000364345.1_Macaca_fascicularis_5.0		
GCA_000002255.2	PRJNA12537	SAMN02981228	AANU00000000.1	na	9544	9544	Macaca mulatta		17573	latest	Chromosome	Major	Full	27/02/2006	Mmul_051212	Macaca mulatta Genome Sequencing Consortium	GCF_000002255.3	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/255/GCA_000002255.2_Mmul_051212		
GCA_000167555.2	PRJNA18243	SAMN02981222	AAGN00000000.1	na	9544	9544	Macaca mulatta			latest	Contig	Major	Partial	09/11/2007	ASM16755v2	Institute of Molecular Biotechnology, Genome Analysis, Germany, Jena	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/555/GCA_000167555.2_ASM16755v2		
GCA_000230795.1	PRJNA51409	SAMN00113489	AEHK00000000.1	na	9544	9544	Macaca mulatta		CR-5	latest	Chromosome	Major	Full	19/10/2011	CR_1.0	Beijing Genomics Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/795/GCA_000230795.1_CR_1.0		
GCA_000772875.3	PRJNA214746		JSUE00000000.3	representative genome	9544	9544	Macaca mulatta		17573	latest	Chromosome	Major	Full	30/11/2015	Mmul_8.0.1	Baylor College of Medicine Genome Sequencing Center	GCF_000772875.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/875/GCA_000772875.3_Mmul_8.0.1		
GCA_001270425.1	PRJNA253406	SAMN03857103		na	9544	9544	Macaca mulatta			latest	Chromosome	Major	Partial	20/08/2015	Mmul_Y_1.0	Baylor College of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/425/GCA_001270425.1_Mmul_Y_1.0		
GCA_001984255.1	PRJNA356454	SAMN02981228	MRVA00000000.1	na	9544	9544	Macaca mulatta		17573	latest	Contig	Major	Partial	03/02/2017	ASM198425v1	University of Nebraska Nonhuman Primate Genome Center	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/255/GCA_001984255.1_ASM198425v1		
GCA_000956065.1	PRJNA251427	SAMN03121842	JZLF00000000.1	representative genome	9545	9545	Macaca nemestrina		M95218	latest	Scaffold	Major	Full	19/03/2015	Mnem_1.0	Baylor College of Medicine	GCF_000956065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/065/GCA_000956065.1_Mnem_1.0		
GCA_000264685.2	PRJNA54005	SAMN02981400	AHZZ00000000.2	representative genome	9555	9555	Papio anubis		1X1155	latest	Chromosome	Major	Full	20/04/2017	Panu_3.0	Human Genome Sequencing Center	GCF_000264685.3	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/685/GCA_000264685.2_Panu_3.0		
GCA_000951045.1	PRJNA251423	SAMN03121813	JYKQ00000000.1	representative genome	9568	9568	Mandrillus leucophaeus		KB7577	latest	Scaffold	Major	Full	12/03/2015	Mleu.le_1.0	Baylor College of Medicine	GCF_000951045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/951/045/GCA_000951045.1_Mleu.le_1.0		
GCA_000151905.3	PRJEA31265	SAMEA2272491	CABD000000000.3	representative genome	9595	9593	Gorilla gorilla gorilla			latest	Chromosome	Minor	Full	19/12/2014	gorGor4	Wellcome Trust Sanger Institute	GCF_000151905.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/905/GCA_000151905.3_gorGor4		
GCA_000167515.2	PRJNA18247	SAMN02981220	AAGL00000000.1	na	9593	9593	Gorilla gorilla			latest	Contig	Major	Partial	09/11/2006	ASM16751v2	Institute of Molecular Biotechnology, Genome Analysis, Germany, Jena	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/515/GCA_000167515.2_ASM16751v2		
GCA_001484535.2	PRJNA293447	SAMN04003007	LQCJ00000000.1	na	9595	9593	Gorilla gorilla gorilla		KB3781	latest	Scaffold	Major	Partial	04/01/2016	GorgorY_ver1.0	The Pennsylvania State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/535/GCA_001484535.2_GorgorY_ver1.0		
GCA_900006655.3	PRJEB10880	SAMEA3541598	CYUI00000000.3	na	9595	9593	Gorilla gorilla gorilla			latest	Chromosome	Major	Full	22/12/2016	Susie3	UNIVERSITY OF WASHINGTON	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/006/655/GCA_900006655.3_Susie3		
GCA_900199665.1	PRJEB21791	SAMEA104166795	FZRD00000000.1	na	9593	9593	Gorilla gorilla			latest	Contig	Major	Partial	01/08/2017	GorY_WUR	WAGENINGEN UR	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/665/GCA_900199665.1_GorY_WUR		
GCA_000258655.2	PRJNA49285	SAMEA1029457	AJFE00000000.2	representative genome	9597	9597	Pan paniscus		Ulindi	latest	Chromosome	Major	Full	18/08/2015	panpan1.1	Max-Planck Institute for Evolutionary Anthropology	GCF_000258655.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/655/GCA_000258655.2_panpan1.1		
GCA_000001515.5	PRJNA13184	SAMN02981217	AACZ00000000.4	na	9598	9598	Pan troglodytes		Yerkes chimp pedigree #C0471 (Clint)	latest	Chromosome	Major	Full	03/05/2016	Pan_tro 3.0	Chimpanzee Sequencing and Analysis Consortium	GCF_000001515.7	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/515/GCA_000001515.5_Pan_tro_3.0		
GCA_000002175.2	PRJNA16847	SAMD00067074		na	37012	9598	Pan troglodytes verus			latest	Chromosome	Major	Partial	20/04/2006	CCYSCv1	The Chimpanzee Chromosome Y Sequencing Consortium	GCF_000002175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/175/GCA_000002175.2_CCYSCv1		
GCA_000090855.1	PRJNA12552			na	9598	9598	Pan troglodytes			latest	Chromosome	Major	Partial	02/07/2004	ICC22C chr21	The International Chimpanzee Chromosome 22 Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/090/855/GCA_000090855.1_ICC22C_chr21		
